song_name,lyrics,label
Look At Her Now,"[Intro]
Yeah

[Verse 1]
They fell in love one summer
A little too wild for each other
Shiny 'til it wasn't
Feels good 'til it doesn't
It was her first real lover
His too 'til he had another
Oh, God, when she found out
Trust levels went way down

[Pre-Chorus]
Of course she was sad
But now she's glad she dodged a bullet (Mm)
Took a few years to soak up the tears
But look at her now, watch her go

[Chorus]
Mm-mm-mm, mm-mm-mm, mm-mm
Look at her now, watch her go
Mm-mm-mm, mm-mm-mm, mm-mm
Wow, look at her now
Mm-mm-mm, mm-mm-mm, mm-mm
Look at her now, watch her go
Mm-mm-mm, mm-mm-mm, mm-mm
Wow, look at her now

[Post-Chorus]
Wow, look at her now

[Verse 2]
Fast nights that got him
That new life was his problem
Not saying she was perfect
Still regrets that moment
Like that night
Wasn't wrong, wasn't right, yeah
What a thing to be human (What a thing to be human)
Made her more of a woman (Made her more of a woman)

[Pre-Chorus]
Of course she was sad
But now she's glad she dodged a bullet (Mm)
Took a few years to soak up the tears
But look at her now, watch her go

[Chorus]
Mm-mm-mm, mm-mm-mm, mm-mm
Look at her now, watch her go
Mm-mm-mm, mm-mm-mm, mm-mm
Wow, look at her now (Look at her now)
Mm-mm-mm, mm-mm-mm, mm-mm
Look at her now, watch her go
Mm-mm-mm, mm-mm-mm, mm-mm
Wow, look at her now

[Post-Chorus]
(Ah)
Wow, look at her now (Look at her now)
(Look at her now)
Wow, look at her now

[Bridge]
She knows she'll find love (She knows)
Only if she wants it
She knows she'll find love (She knows)
She knows she'll find love (She knows)
Only if she wants it
She knows she'll find love (She knows)
On the up from the way down
Look at her now, watch her go

[Outro]
Mm-mm, look at her now, mm-mm (Oh)
She knows she'll find love (She knows she will)
Only if she wants it
She knows she'll find love
Look at her now, yeah (Look at her now)
She knows she'll find love (She knows she will)
Only if she wants it
She knows she'll find love
Wow, look at her now",0
BENZIN,"[Songtext zu „Benzin“]

[Intro]
Benzin, Benzin
Sie wollten Wasser, doch sie kriegen Benzin
Benzin, Benzin
Sie schrei'n nach Wasser, doch sie kriegen Benzin

[Part 1]
Im Kopf wieder tausend Stimmen, der Blick in den grauen Himmel
Nur die Nikes an den Füßen kennen den Weg, um hier lebend raus zu finden
Ich gebe dir tausend Gründe, besser zu werden als der Rest
Der lieber wieder nur ballert, als seinen Traum zu finden – was ein Trauerspiel!
Ich sitz' im Studio, jeden Tag, kille die Hooks wie Peter Pan
Tausch' mein Leben ein auf Beats und was hast du dafür getan?
Quatschst mich voll, redest und redest den ganzen Tag
Vom Leben und dem Masterplan, Junge, beweg' mal deinen Arsch!
Nur du selbst hast dich vergessen, wer sonst soll dich retten?
Jeder Tag macht dich härter und es sterben deine Helden
Denn so wie es beginnt, lässt Gott es auch wieder enden
Doch dazwischen liegt allein in meinen Händen

[Hook]
Was denkst du, wer du bist? Was denkst du, wer ich bin?
Willst du Licht, musst du dir erstmal den Schatten verdienen
Was denkt ihr, wer ihr seid? Was denkt ihr, wer wir sind?
Sie wollten Wasser, doch kriegen Benzin
Benzin, Benzin
Sie wollten Wasser, doch sie kriegen Benzin
Benzin, Benzin
Sie schreien nach Wasser, doch sie kriegen Benzin

[Part 2]
Es gibt auch ein'n Himmel für die Gauner, ein Ziel nach dem falschen Weg
Doch schöne Augen kleben meistens auf 'nem dicken Portemonnaie
Ein Labyrinth aus lila Scheinen, der Teufel schmeißt mit Schnee
Lass' deine Ehre nicht erliegen, weil sie schon so vielen fehlt
Aber merk dir eins: Mich kriegt ihr nicht, denn es heißt, „Alles oder nichts“
Doch ich lass' sie den Erfolg nicht buchstabier'n ohne mich
Mit meinem Rücken an der Wand, Bruder, führt kein Weg mehr zurück
Und egal, wie sehr man mich hasst, ich reiß' den Schatten in das Licht
Ich hab' niemanden vergessen, denn keiner kommt mich retten
Jeder Tag macht mich älter und es sterben meine Helden
Denn so wie es beginnt, lässt Gott es auch wieder enden
Doch dazwischen liegt allein in meinen Händen

[Hook]
Was denkst du, wer du bist? Was denkst du, wer ich bin?
Willst du Licht, musst du dir erstmal den Schatten verdienen
Was denkt ihr, wer ihr seid? Was denkt ihr, wer wir sind?
Sie wollten Wasser, doch kriegen Benzin
Benzin, Benzin
Sie wollten Wasser, doch sie kriegen Benzin
Benzin, Benzin
Sie schreien nach Wasser, doch sie kriegen Benzin

[Outro]
Benzin, Benzin",0
Love Yourself,"[Produced by Benny Blanco]

[Verse 1]
For all the times that you rained on my parade
And all the clubs you get in using my name
You think you broke my heart, oh girl for goodness sake
You think I'm cryin' on my own, well I ain't

[Refrain]
And I didn't wanna write a song
'Cause I didn't want anyone thinking I still care
I don't but, you still hit my phone up
And baby I'll be movin' on
And I think you should be somethin'
I don't wanna hold back
Maybe you should know that

[Pre-Chorus]
My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job, didn't see what's going on
But now I know, I'm better sleeping on my own

[Chorus]
'Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

[Verse 2]
But when you told me that you hated my friends
The only problem was with you and not them
And every time you told me my opinion was wrong
And tried to make me forget where I came from

[Refrain]
And I didn't wanna write a song
'Cause I didn't want anyone thinking I still care
I don't but, you still hit my phone up
And baby I'll be movin' on
And I think you should be somethin'
I don't wanna hold back
Maybe you should know that

[Pre-Chorus]
My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job, didn't see what's going on
But now I know, I'm better sleeping on my own

[Chorus]
'Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself

[Bridge]
For all the times that you made me feel small
I fell in love, now I feel nothin' at all
I never felt so low and I was vulnerable
Was I a fool to let you break down my walls?

[Chorus]
'Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself
'Cause if you like the way you look that much
Oh baby you should go and love yourself
And if you think that I'm still holdin' on to somethin'
You should go and love yourself",1
Outside,"[Verse 1]
I'll let you show me his moves
Let you do what he taught you
Let you reminisce how you used to do
Girl, I’m open to anything that'll get you into that zone
And understand that we’re all alone
So you can slowly take off your clothes
Baby girl, you know what's in store
And baby I will stay up all night
I've been goin' hard since last night
And I'mma go harder tonight
Wish you could see you through my eyes
Ooh, I'm telling you this ain't the same
And I know he's still in your brain
I'm 'bout to burn that shit into flames
Once I'm in you, baby

[Hook]
Forget what you know
Make yourself at home
'Cuz baby when I'm finished with ya
You won't wanna go outside

[Verse 2]
And I'mma work you like a pro, baby
Why, and you gon' take it like one
Yeah, you gon' take it like one
And I'mma give it like you asked for it
Why, 'cuz you been talkin' 'bout it
I know you talkin' 'bout it
Ooh, baby, when I'm done with you
You ain't saying nothing
Yeah, you ain't saying nothing
Ooh, baby, when I'm done with you
You ain't saying nothing
Yeah, you ain't saying nothing
You gon' make me show off
All the pain that you feel you can tell
That we ain't making no love
But I'll pretend, oh girl, I'll pretend
If you pretend then, girl, I'll pretend
Let's make it seem like we're all we need in the end

[Hook]
Forget what you know
Make yourself at home
'Cuz baby when I'm finished with ya
You won't wanna go outside

[Outro]
Let's break it down
Go outside
Baby, go outside
Let's break it down
Go outside
Baby, go outside
Baby, go outside",1
Starboy,"[Verse 1]
I'm tryna put you in the worst mood, ah
P1 cleaner than your church shoes, ah
Milli point two just to hurt you, ah
All red Lamb’ just to tease you, ah
None of these toys on lease too, ah
Made your whole year in a week too, yah
Main bitch out your league too, ah
Side bitch out of your league too, ah

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I’m a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy

[Verse 2]
Every day a nigga try to test me, ah
Every day a nigga try to end me, ah
Pull off in that Roadster SV, ah
Pockets overweight, gettin' hefty, ah
Coming for the king, that's a far cry, ah
I come alive in the fall time, I
No competition, I don't really listen
I’m in the blue Mulsanne bumping New Edition

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking bout me, I don’t see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I’m a motherfuckin' starboy
Look what you've done
I'm a motherfuckin’ starboy

[Verse 3]
Let a nigga brag Pitt
Legend of the fall took the year like a bandit
Bought mama a crib and a brand new wagon
Now she hit the grocery shop looking lavish
Star Trek roof in that Wraith of Khan
Girls get loose when they hear this song
100 on the dash get me close to God
We don't pray for love, we just pray for cars

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy",1
A Different World feat Corey Taylor,"[Verse 1]
I dream of a past so I can break through
The walls I have built inside
The thoughts I can grasp, transparency through
They constantly fight and collide

[Pre-Chorus]
I'd love to see a different world
A place where you can't find me

[Chorus: Jonathan Davis (Corey Taylor)]
Feel me, kill me, my back's up against the wall
Your magic spell doesn't work anymore
Kill me, kill me, that's what you've got to face my friend (My friend!)
This ain't the end (End!)

[Verse 2]
Why can't I relax and let it be true?
This world that I tried to hide
It's kind of a mess, too reckless for you
This place makes me feel alive

[Pre-Chorus]
I'd love to see a different world
A place where you can't find me

[Chorus: Jonathan Davis (Corey Taylor)]
Feel me, kill me, my back's up against the wall
Your magic spell doesn't work anymore
Kill me, kill me, that's what you've got to face my friend (My friend!)
This ain't the end (End!)

[Bridge: Corey Taylor]
The call for the purposes, the changing behavior
Ends at us all, we keep constraints on the strangers
It gets on top of you and forces your perspective
Then you know it, you feel it
It's as dark as you can get you want it
Harder, harder, harder, give it to you
Harder, harder, you might just want it
Harder, harder, harder, give it to you
Harder, harder, ever think you'll ever get it

[Chorus: Jonathan Davis (Corey Taylor)]
Feel me, kill me, my back's up against the wall
Your magic spell doesn't work anymore
Kill me, kill me, that's what you've got to face my friend (My friend!)
This ain't the end (End!)",0
Feels feat Pharrell Williams Katy Perry  Big Sean,"Calvin Harris - Feels feat. Pharrell Williams, Katy Perry & Big Sean
DJ Khaled - Wild Thoughts feat. Rihanna & Bryson Tiller
Lorde - Supercut
The Killers - The Man
2 Chainz - OG Kush Diet
DeJ Loaf - No Fear
George Ezra - Don't Matter Now
Imagine Dragons - Walking The Wire
Hey Violet - Hoodie
Jax Jones - Instruction feat. Demi Lovato & Stefflon Don
Beth Ditto - In and Out
Icona Pop - GIRLS GIRLS
Coldplay - All I Can Think About Is You
Royal Blood - Hole In Your Heart
Arcade Fire - Creature Comfort
Queens of the Stone Age - The Way You Used To Do
Shania Twain - Life's About To Get Good
All Tvvins - Alone Together feat. James Vincent McMorrow
Portugal. The Man - Rich Friends
Action Bronson - Let Me Breathe
Majid Jordan - One I Want feat. PARTYNEXTDOOR
Kyle - Nothing 2 Lose
Terror Jr - Personal
Zak Abel - All I Ever Do (Is Say Goodbye)
Lorde - Homemade Dynamite
Future - Mask Off (Marshmello Remix)
2 Chainz - Trap Check
Armin van Buuren - Sunny Days feat. Josh Cumbee
Martin Solveig - All Stars feat. ALMA
Big Boi - Chocolate feat. Troze
Wolf Alice - Yuk Foo
Handsome Ghost - Better Off
The Japanese House - 3/3
Jaira Burns - Ugly
ODESZA - Corners Of The Earth feat. RY X
Washed Out - Hard To Say Goodbye
Macklemore - Glorious feat. Skylar Grey
Liam Payne - sStrip That Down (Acoustic)
Sage The Gemini - Reverse
Pvris - What's Wrong
Steve Aoki - Night Call feat. Lil Yachty & Migos
Tayler Buono - Fine
Angus & Julia Stone - Snow
Ella Vos - You Don't Know About Me (R3hab Remix)
Blonde - Just For One Night feat. Astrid S
Shawn Hook - Never Let Me Let You Go
Jake Miller - Can't Help Myself
Skip Marley - [Calm Down (Bad Royale Remix)]🐚
XYLØ - Alive
CMC$ - Understand Me feat. Conor Maynard
H.E.R. - Every Kind Of Way
PLAZA - Personal
Superorganism - Nobody Cares
Kendall Morgan - School Supplies
Sam Feldt & Lush & Simon - Fade Away feat. Inna
Hedley - Love Again
The Dears - I'm Sorry That I Wished You Dead
Aminé - Turf
MOULA 1ST - Wake Up feat. Pyrex
Michael Ray - Get to You
Daniel Skye - Feelin' You feat. R. City
The Lone Bellow - Time's Always Leaving",1
Die MF Die,"Die!

[Verse]
I don't need your forgiveness
I don't need your hate
I don't need your acceptance
So what should I do?

I don't need your resistance
I don't need your prayers
I don't need no religion
Run away, away from you!

I don't do what I've been told
You're so lame why don't you just go?

[Chorus]
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!

[Verse]
I don't need your present
I don't need your pray
I don't need your decision
So what should I do?

I don't need your approval
I don't need your hope
I don't need your lecture
Run away, away from you!

I'll be sorry when I'll go?
You're so full of shit man just go!

[Chorus]
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!

I don't need your forgiveness
I don't need your hate
I don't need your acceptance
So what should I do?
I'll be sorry so you said
Well I'm not sorry Bang you're dead!

[Chorus]
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!
Die Motherfucker die Motherfucker die!

[Hook]
Die!
Die!
Die!
Die!
Uh!",0
Attention,"[Intro]
Woah-oah, hm-hmm

[Verse 1]
You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd
Call you up
You've been going 'round, going 'round, going 'round
Every party in LA
'Cause you knew that I, knew that I, knew that I'd
Be at one, oh

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine, ooh
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you, oh

[Verse 2]
You've been runnin' 'round, runnin' 'round, runnin' 'round
Throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd
Call you up
Baby, now that we're, now that we're, now that we're
Right here standin' face to face
You already know, 'ready know, 'ready know
That you won, oh

[Pre-Chorus]
I know that dress is karma (Dress is karma), perfume regret, yeah
You got me thinking 'bout when you were mine, ooh
(You got me thinking 'bout when you were mine)
And now I'm all up on ya (All up on ya), what you expect? (Oh, baby)
But you're not coming home with me tonight, oh no

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new (One new)
Yeah, you just want attention (Oh), I knew from the start (The start)
You're just making sure I'm never gettin' over you (Over you), oh

[Bridge]
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh?

[Pre-Chorus]
I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect?
But you're not coming home with me tonight

[Chorus]
You just want attention, you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never gettin' over you (Over you)

[Outro]
What are you doin' to me? (Hey)
What are you doin', huh? (What are you doin', love?)
What are you doin' to me?
What are you doin', huh? (Yeah, you just want attention)
What are you doin' to me? (I knew from the start)
What are you doin' huh? (You're just making sure I'm never gettin' over you)
What are you doin' to me?
What are you doin', huh?",1
Redes,"[Songtext zu „Baller los“]

[Intro]
Es wird Zeit (baller' lo-lo-lo-lo-los)
Meine Mermis (aufm Scho-Scho-Scho-Scho-Schoß)
QDH (wird bald groß, groß, groß)
Mero, ey, ey, ey, Mermi-Flow

[Part 1]
Baller' meine Packs, die Texte für die Neider (ja)
Jacke mit Pelz, sie glänzt, vom Designer (ja)
Wieder mal der Beste, Beste, bin geiler (ja)
Digga, ich bang', du denkst, es war einfach (hah, hah)
Kommen alle Weiber, wie 'ne Leiter geh' ich hoch, aber
Mermi-Flow war auch Fußballer
Los, baller! Wo sind deine Jungs, wo? (wo?)
Komme nur mit Volo Sechs-Zwo (brrra)
Kicke die Reime und rippe die Scheine (ja)
Geh ma' du lieber zur Seite (wouh)
Digga, ich komme alleine
Und halte dich wie Kelesh an einer Leine (hah, hah, hah)
Du Pisser, du Pisser, du redest zu viel
Ich esse dich auf, Digga, bon appétit
Mein Vorname G, Mermi Speed, quatre-deux-huit
Meine City, ya habib, also geh weg (pah, pah, pah, pah, wouh)

[Pre-Hook]
Auf dem Weg nach oben, will die Million (skrrt, skrrt, ah)
Geh zur Seite, Digga, ich will alles hol'n (wouh, ah, ah, ah, ah)
Für dich ist Mero seine Liga viel zu hoch (pah)
Und bald bin ich in den Charts, QDH (QDH, QDH, H, H, brrra)

[Hook]
Baller' lo-lo-lo-lo-los
'Ne Wumme aufm Scho-Scho-Scho-Scho-Schoß
Und mein Name wird bald groß, groß, groß
Bruder, Rüsselsheim, Schüsse fall'n wie gewohnt (brra)

[Bridge]
„Heh, ja, Mann! Ich hab's euch gesagt, Aller. Ich hab' schon alles nur durch Handyvideos gefickt, Mann! Ihr habt lang genug gewartet, aber jetzt bin ich da und ich werd' alles auseinandernehm'n!“ (baller' lo-lo-lo-lo-los)
„Heh, ihr habt grad ein'n original Mermi-Flow gehört.“ (aufm Scho-Scho-Scho-Scho-Schoß)
„Aber jetzt wird's krasser!“ (wird bald groß, groß, groß)
„Jetzt kriegt ihr den krassesten Part, Mann! Gökhan Abi, baller los, QDH, wouh!“

[Part 2]
Bam, bam, wie 'ne Pumpgun bin ich dran, Mann
Asoziale Flows von einem Aslan (QDH)
Bitte lass mal deine Gangsterfilme
Weil ich dich nur am lästern finde, ey (pah, pah, pah, pah)
QDH, Motherfuck, bana bak, kriegst Uppercuts
Komme mit den Bratans aus Lazarat (pah, pah, pah, pah)
Baller' wieder unnormale Flows, deine Hoes gucken zu
Weil der Mero, Birra, fickt wieder Shows
Ich zeig' (brra) dir die Gegend, weil
Tijara-Para sind Regeln hier in meiner Stadt (wouh, wouh)
Ya hero ya mero, will alles
Denn alles ist Para und Para macht satt (pah, pah, pah, pah, pah)
Enes schießt auf Enemys
Und jeder sieht, wer Welle schiebt
Fällt immer tief, meine Schelle zieht
Ja, das kennen sie (brra, wouh)

[Pre-Hook]
Auf dem Weg nach oben, will die Million (skrrt, skrrt, ah)
Geh zur Seite, Digga, ich will alles hol'n (wouh, ah, ah, ah, ah)
Für dich ist Mero seine Liga viel zu hoch (pah)
Und bald bin ich in den Charts, QDH (QDH, QDH, H, H, brrra)

[Hook]
Baller' lo-lo-lo-lo-los
'Ne Wumme aufm Scho-Scho-Scho-Scho-Schoß
Und mein Name wird bald groß, groß, groß
Bruder, Rüsselsheim, Schüsse fall'n wie gewohnt (brrra)

[Bridge 2]
La-la-la-la-lauf
La-la-la-la-la-la-lauf
La-la-la-la-lauf
QDH, jajajajaja

[Outro]
Es wird Zeit (baller' lo-lo-lo-lo-los)
Meine Mermis (aufm Scho-Scho-Scho-Scho-Schoß)
QDH (wird bald groß, groß, groß) (yeah, yeah, yeah)",0
Slow Dance,"[Part I: Produced by Sounwave]

[Intro: Kendrick Lamar & ScHoolboy Q]
If Pirus and Crips all got along
They'd probably gun me down by the end of this song
Seem like the whole city go against me
Every time I'm in the street, I hear—
Yawk! Yawk! Yawk! Yawk!

[Chorus: Kendrick Lamar]
Man down, where you from, nigga?
Fuck who you know—where you from, my nigga?
Where your grandma stay, huh, my nigga?
This m.A.A.d city I run, my nigga

[Verse 1: Kendrick Lamar]
Brace yourself, I'll take you on a trip down memory lane
This is not a rap on how I'm slingin' crack or move cocaine
This is cul-de-sac and plenty Cognac and major pain
Not the drill sergeant, but the stress that weighin' on your brain
It was me, L Boog, and Yan Yan, YG Lucky ride down Rosecrans
It got ugly, wavin' yo' hand out the window – check yourself!
Uh, Warriors and Conans, hope euphoria can slow dance
With society, the driver seat the first one to get killed
Seen a light-skinned nigga with his brains blown out
At the same burger stand where *beep* hang out
Now this is not a tape recorder sayin' that he did it
But ever since that day, I was lookin' at him different
That was back when I was nine, Joey packed the nine
Pakistan on every porch is fine, we adapt to crime
Pack a van with four guns at a time
With the sliding door, fuck is up?
Fuck you shootin' for if you ain't walkin' up, you fuckin' punk?
Pickin' up the fuckin' pump, pickin' off you suckers
Suck a dick or die or sucker punch
A wall of bullets comin' from AK's, AR's, ""Ayy, y'all—duck!""
That's what Momma said when we was eatin' that free lunch
Aw man, goddamn, all hell broke loose
You killed my cousin back in '94, fuck yo' truce!
Now crawl your head in that noose
You wind up dead on the news
Ain't no peace treaty, just piecin' BGs up to pre-approve
Bodies on top of bodies, IVs on top of IVs
Obviously the coroner between the sheets like the Isleys
When you hop on that trolley, make sure your color's correct
Make sure you're corporate or they'll be callin' your mother collect
They say the governor collect all of our taxes, except
When we in traffic and tragic happens, that shit ain't no threat
You movin' backwards if you suggest that you sleep with a TEC
Go buy a chopper and have a doctor on speed dial, I guess
M.A.A.d. city

[Chorus: Kendrick Lamar]
Man down, where you from, nigga?
Fuck who you know—where you from, my nigga?
Where your grandma stay, huh, my nigga?
This m.A.A.d city I run, my nigga

[Bridge: Kendrick Lamar & ScHoolboy Q]
If Pirus and Crips all got along
They'd probably gun me down by the end of this song
Seem like the whole city go against me
Every time I'm in the street, I hear—
Yawk! Yawk! Yawk!—

[Part II: Produced by Terrace Martin]

[Intro: MC Eiht]
Wake yo' punk-ass up!
It ain't nothin' but a Compton thang
G-yeah, real simple and plain
Let me teach you some lessons about the street
(Smoke somethin', nigga!)
Hood ('Sup, Cuz?)
It ain't nothin' but a Compton thang
G-yeah, how we do

[Verse 2: Kendrick Lamar]
Fresh outta school 'cause I was a high school grad'
Sleepin' in the living room of my momma's pad
Reality struck, I seen the white car crash
Hit the light pole, two niggas hopped out on foot and dashed
My pops said I needed a job, I thought I believed him
Security guard for a month and ended up leavin'
In fact, I got fired, 'cause I was inspired by all of my friends
To stage a robbery the third Saturday I clocked in
Projects tore up, gang signs get thrown up
Cocaine laced in marijuana
And they wonder why I rarely smoke now
Imagine if your first blunt had you foamin' at the mouth
I was straight tweakin', the next weekend we broke even
I made allegiance that made a promise to see you bleedin'
You know the reasons but still will never know my life
Kendrick a.k.a. ""Compton's Human Sacrifice""

[Interlude: MC Eiht]
G-yeah, cocaine, weed
Niggas been mixin' shit since the '80s, loc
Sherm sticks, butt-nakeds
Dip, make a nigga flip
Cluck heads all up and down the block and shit
One time's crooked and shit
Block a nigga in
Alondra, Rosecrans, Bullis, it's Compton

[Verse 3: MC Eiht]
I'm still in the hood, loc, yeah that's cool
Shit, the hood took me under, so I follow the rules
But yeah, that's like me, I grew up in the hood where they bang
And niggas that rep colors is doin' the same thang
Pass it to the left so I can smoke on me
A couple drive-bys in the hood lately, shit
Couple of IV's with the fuckin' spray-can
Shots in the crowd, then everybody ran
Crew I'm finna slay, the street life I crave
Shots hit the enemy, hearts turn brave
Mount up, regulators in the whip
Down the boulevard with the pistol grip, yeah
Trip, we in the hood still
So, loc, grab a strap 'cause yeah, it's so real, yeah
Deal with the outcome, a strap in the hand
And a bird and ten grand's where a mothafucka stand

[Verse 4: Kendrick Lamar]
If I told you I killed a nigga at sixteen, would you believe me?
Perceive me to be innocent Kendrick you seen in the street
With a basketball and some Now and Laters to eat?
If I mentioned all of my skeletons, would you jump in the seat?
Would you say my intelligence now is great relief?
And it's safe to say that our next generation maybe can sleep
With dreams of bein' a lawyer or doctor
Instead of boy with a chopper that hold the cul-de-sac hostage
Kill 'em all if they gossip
The Children of the Corn, they vandalizin' the option
Of livin' a lie, drown their body with toxins
Constantly drinkin' and drive
Hit the powder, then watch this flame that arrive in his eye
Listen, coward, the concept is aim and then bang it and slide
Out that bitch with deposit, a price on his head, the tithes
Probably go to the projects, I
Live inside the belly of the rough, Compton, USA
Made me an Angel on Angel Dust - what?

[Scratches]
M.A.A.d city
Compton

[Outro]
Nigga, pass Dot the bottle, damn!
You ain't the one that got fucked up
What you holdin' it for?
Niggas always actin' unsensitive and shit
Nigga, that ain't no word
Nigga, shut up!
Hey, Dot, you good, my nigga?
Don't even trip
Just lay back and drink that",1
Let Me Go with Alesso Florida Georgia Line  watt,"Kehlani - Nights Like This (feat. Ty Dolla $ign)
SZA - Love Galore (feat. Travis Scott)
Madison Beer - Hurts Like Hell (feat. Offset)
Ariana Grande - break up with your girlfriend, i'm bored
Nicki Minaj - Only (feat. Drake, Lil Wayne, Chris Brown)
Kehlani - Feels
SZA - The Weekend
Cardi B - I Like It (feat. Bad Bunny, J Balvin)
Ariana Grande - 7 rings
Madison Beer - Dead
Kehlani - Keep On
Rihanna - Needed Me
Ty Dolla $ign - Darkside (with Ty Dolla $ign & Future feat. Kiiara)
Ariana Grande - thank u, next
Ashanti - Foolish
Kehlani - Already Won
Chelsea Cutler - Your Shirt
Nicki Minaj - Black Barbies (feat. Mike WiLL Made-It)
Ariana Grande - breathin
Amara La Negra - Insecure
Kali Uchis - Nuestro Planeta (feat. Reykon)
Kehlani - Gangsta
Nicki Minaj - Regret In Your Tears
Halsey - Bad At Love
Billie Eilish - Ocean Eyes (Astronomyy Remix)
Amber Mark - Love Me Right
King Princess - 1950
Rihanna - Kiss It Better
Charlotte Lawrence - Just The Same
Niykee Heaton - Bad Intentions
TLC - No Scrubs
Zendaya - Replay
Destiny's Child - Say My Name
Beyoncé - 7/11
Halsey - Now Or Never
Ciara - One, Two Step (feat. Missy Elliott)
Selena - Como La Flor
FLETCHER - I Believe You
Bebe Rexha - I'm a Mess
Halsey - Gasoline
Erykah Badu - Cleva (feat. Roy Ayers)
Ms. Lauryn Hill - Doo Wop (That Thing)
Karol G - Pineapple
Nicki Minaj - Super Bass
Fergie - L.A.LOVE (la la)
Olivia O'Brien - hate u love u
Noah Cyrus - Make Me (Cry) (feat. Labrinth)
Rita Ora - Girls (feat. Cardi B, Bebe Rexha & Charli XCX)
Kat Dahlia - I Think I'm In Love
Maggie Lindemann - Obsessed
Tove Lo - disco tits
Vallis Alps - East
Elohim - Panic Attacks (feat. Yoshi Flower)
Bebe Rexha - Meant to Be (feat. Florida Georgia Line)
Alessia Cara - A Little More
Astrid S - Hurts So Good
Becky Hill - Sunrise In The East
Mariah Carey - #Beautiful (feat. Miguel)
Hailee Steinfeld - Let Me Go (with Alesso, Florida Georgia Line & watt)
Selena - Dreaming Of You
Maggie Rogers - Give A Little
Kiiara - Gold
Erykah Badu - On & On
Ella Vos - White Noise (R3hab Remix) (feat. R3HAB)
Rihanna - Work (feat. Drake)
Nina Nesbitt - The Best You Had
Niña Dioz - Tambalea (feat. Lido Pimienta & Ceci Bastida)
TLC - Creep
Charli XCX - Boys
Rocío Dúrcal - Amor Eterno",1
